occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last,notes
The Edge Sports Performance Academy,12401,S,INDUSTRIAL,DR,E,,,Plainfield,IL,60544,5,557,"Personal service, including",1,,0,R,0,U,1,P,3,C,4,H,N,N,,,Mike,Knapczyk,815-436-2955,,THE EDGE SPORTS PERFORMANCE ACADEMY,MIKE,KNAPCZYK,
Multi-tenant Building,12407,S,RHEA,DR,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,,,,,,,,,,,,,,,,Diane,Dianique Management,630-494-3633,,MULTI-TENANT BUILDING,DIANE,DIANIQUE MANAGEMENT,Amish Touch Cabinetry: Darin Johnson 815-530-4623|Remote Audio Video: Slav Adamus 630-935-3043|Team Up Products: Tom Govern 815-254-4649|Vacant:  
"Superior Components, Inc.",12409,S,INDUSTRIAL,DR,E,,,Plainfield,IL,60585,5,500,"Mercantile, business, Other",1,,6,M,4,U,1,P,3,C,4,H,N,N,,,Mike,Fonte,815-236-2802,,"SUPERIOR COMPONENTS, INC.",MIKE,FONTE,
Christ Community Church,12410,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60585,1,131,"Church, mosque, synagogue,",1,,6,M,4,U,1,P,31,S,4,H,1,P,1,W,Phil,Covert,815-210-9011,,CHRIST COMMUNITY CHURCH,PHIL,COVERT,
Multi-tenant Building,12425,S,RHEA,DR,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,N,N,,,,,N,N,,,William,Broderick,630-842-0741,,MULTI-TENANT BUILDING,WILLIAM,BRODERICK,Lakeside Worship Center: Dennis Taylor 815-274-6018|Michael's Automotive: Dave Anderson 630-560-5889|Precision Diagnostics: Jose Ramirez 630-701-2592
Van Dyke Medical Center,12426,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",1,,2,C,8,U,1,P,5,M,4,H,1,P,12,W,,,,,VAN DYKE MEDICAL CENTER,,,"Heritage Grove Family Dental, P.c.: Pete Gallos 815-545-5216|Pro Active Chiropractic Group:  |Wheaton Eye Clinic: Wheaton Eye Clinic 630-668-8250"
Stuhlman Engineering & Manufacturing,12435,S,INDUSTRIAL,DR,E,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Tom,Draviczki,815-436-7155,,STUHLMAN ENGINEERING & MANUFACTURING,TOM,DRAVICZKI,
Jeff's Small Engine Repair,12438,S,RT 59,,,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,1,,2,C,8,U,1,P,31,S,4,H,N,N,,,,,,,JEFF'S SMALL ENGINE REPAIR,,,
Brentwood Pointe Strip Mall,12443,S,RT 59,,,,UNITS 101-106,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,3,P,,,,,,,1,P,1,W,Mike,Lacoco,312-213-2346,,BRENTWOOD POINTE STRIP MALL,MIKE,LACOCO,European Beauty Lounge: John Mathis 309-258-8209|Jannat Mart: Kathy Esposito 815-609-5876|State Farm Insurance: Chris Mcleod 630-207-0870|Title Max: Tmx Financial 800-804-5368|Vita Bella Pizza: Jeff Rosati 630-709-7622
Harbor Chase Of Plainfield,12446,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60585,4,459,Residential board and care,2,,2,C,8,U,1,P,5,M,4,H,1,P,1,W,,Plainfield Care Group,214-370-2650,,HARBOR CHASE OF PLAINFIELD,,PLAINFIELD CARE GROUP,
Eichelberger Elementary School,12450,S,ESSINGTON,RD,,,,PLAINFIELD,IL,60585,2,213,"Elementary school, includin",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Trevor,Harris,630-768-3452,,EICHELBERGER ELEMENTARY SCHOOL,TREVOR,HARRIS,
Kla School,12456,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60585,2,211,Preschool,1,,,,,,,,,,,,,,,,Selvei,Rajkumar,630-904-4174,,KLA SCHOOL,SELVEI,RAJKUMAR,
Elite Trade Show Services,12461,S,INDUSTRIAL,DR,E,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,0,R,4,U,1,P,1,S,4,H,N,N,,,Joseph,Debello,815-693-3177,,ELITE TRADE SHOW SERVICES,JOSEPH,DEBELLO,
Mcdonalds North,12501,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,,7,B,4,U,1,P,5,M,4,H,N,N,,,Jason,Carrier,312-285-3982,,MCDONALDS NORTH,JASON,CARRIER,
R&d Laminations,12505,S,INDUSTRIAL,DR,E,,,Plainfield,IL,60544,7,700,"Manufacturing, processing",1,,0,R,4,U,1,P,1,S,4,H,N,N,,,Ron,Edes,815-577-8336,,R&D LAMINATIONS,RON,EDES,
"Euro Tech Cabinetry & Remodeling, Inc.",12515,S,RHEA,DR,,,,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",2,,7,B,4,U,N,N,,,,,N,N,,,Kim,Moriarty,815-439-1173,,"EURO TECH CABINETRY & REMODELING, INC.",KIM,MORIARTY,
Private Residence,12608,S,CANTERBURY,DR,,,,PLAINFIELD,IL,60544,4,419,1 or 2 family dwelling,1,,,,,,,,,,,,,,,,,,,,PRIVATE RESIDENCE,,,
Bank Of America,12612,S,RT 59,,,,,PLAINFIELD,IL,60585,5,592,Bank,1,,6,M,3,P,1,P,1,S,2,H,,,,,Erum,Ali,815-439-2606,,BANK OF AMERICA,ERUM,ALI,
Broken Yolk Restaurant,12618,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,,0,R,8,U,1,P,5,M,4,H,1,P,41,A,,Guardian,866-549-5607,,BROKEN YOLK RESTAURANT,,GUARDIAN,
Kensington North Shopping Center,12640,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Tracee,Johnson,630-954-7360,,KENSINGTON NORTH SHOPPING CENTER,TRACEE,JOHNSON,Fed Ex Office And Print: Kevin Zill 630-219-9207|Limelight Medspa & Cosmetic Laser Center: Neena Will 815-267-8830|Momentum Physical Therapy: Tricia Mitchell 815-230-5268|Sport Clips: Mark Kalas 630-898-0808|Starbucks #8833: Nancy Easterly 630-226-0928
Red Robin,12646,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,Rrgb,303-846-6137,,RED ROBIN,,RRGB,
Wal-mart,12690,S,RT 59,,,,,PLAINFIELD,IL,60585,5,580,"General retail, Other",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Maria,Gacia,630-664-8643,,WAL-MART,MARIA,GACIA,Dunkin Donuts: Bud Patel 630-926-0465|Quest Disgnostics: Kristyn Rocherhans 815-483-8767|Seva Salon:  |Us Bank: Stephanie Zanayed 630-518-0240
"Ross Dress For Less, Store No. 1780",12700,S,RT 59,,,,,PLAINFIELD,IL,60585,5,529,"Textile, wearing apparel sa",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,Kensington Center Prop,708-923-6312,,"ROSS DRESS FOR LESS, STORE NO. 1780",,KENSINGTON CENTER PROP,
Kensington Shops Outlots,12720,S,RT 59,,,,UNITS 100-400,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,Fca Plainfield,630-765-8440,,KENSINGTON SHOPS OUTLOTS,,FCA PLAINFIELD,Chipotle Mexican Grill: Angel Marfquez 630-768-9036|Dental Works:  |Dental Works Additional Space: Debbie Schramm 630-472-5167|Rosati's Pizza: Jalpesh Patel 630-848-0209|Sprint:  
The Farmhouse,12729,S,NAPERVILLE,RD,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,0,R,6,U,1,P,5,M,4,H,1,P,1,W,Cynthia,Payne,610-883-2959,,THE FARMHOUSE,CYNTHIA,PAYNE,
Kensington Center,12736,S,RT 59,,,UNITS 100-114,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Derek,Hassan,708-646-3726,,KENSINGTON CENTER,DEREK,HASSAN,Dress Barn #0324: Ramzi Hassan 708-923-6312|Fit Body Boot Camp:  |Foxy Nails: Michael Dinh 815-609-3760|Gamestop #2482: Robert Sachs 630-346-6138|Maurices #1399: Amber Taylor 989-714-6286|Sally Beauty Supply: Bob Orescanin 815-609-1951|Supercuts: Aj Mcginnis 847-583-0133|Sushi N Noodle: Ramzi Hassan 708-705-1272
Chili's Grill & Bar,12740,S,RT 59,,,,,PLAINFIELD,IL,60585,5,519,"Food and beverage sales, gr",1,,7,B,4,U,1,P,5,M,4,H,2,P,1,W,,Erj,502-254-7130,,CHILI'S GRILL & BAR,,ERJ,
Kensington Vequity Retail Center,12750,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Sophia,Syreggelas,847-877-5056,,KENSINGTON VEQUITY RETAIL CENTER,SOPHIA,SYREGGELAS,Potbelly Sandwich Shop:  |T-mobile:  |Vacant New Space:  
Vein Clinics Of America,12760,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,,,1,P,5,M,4,H,1,P,1,W,,,,,VEIN CLINICS OF AMERICA,,,
Kensington Mall Edwards Realty,12800,S,RT 59,,,12800 - 12736 S. ROUTE 59,,Plainfield,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Ramzi,Hassan,708-705-1272,,KENSINGTON MALL EDWARDS REALTY,RAMZI,HASSAN,Starbucks:  |Target #1403: Ryan Pitz 630-880-7099
Kensington Park,12801,S,KENSINGTON,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,KENSINGTON PARK,,,
Mark Peter's Diamond Designs,12820,S,RT 59,,,,,Plainfield,IL,60544,5,549,Specialty shop,1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Mark,Perle,815-439-0510,,MARK PETER'S DIAMOND DESIGNS,MARK,PERLE,Vacant (former Advanced Integrative Med): Shefali Patel 312-933-1252
Kensington Club Clubhouse & Pool,12951,S,KENSINGTON,DR,,,,PLAINFIELD,IL,60585,1,142,Clubhouse,1,,2,C,8,U,N,N,,,,,N,N,,,Marcia,Caruso,630-234-7455,,KENSINGTON CLUB CLUBHOUSE & POOL,MARCIA,CARUSO,
Farmstone Ridge Park,12955,S,STELLAR,LN,,FARMSTONE RIDGE PARK WEST,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,FARMSTONE RIDGE PARK,,,
Park - Farmstone Ridge East,13007,S,STELLAR,LN,,FARMSTONE RIDGE PARK EAST,,PLAINFIELD,IL,60585,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - FARMSTONE RIDGE EAST,,,
Harvest Church,13013,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60585,1,131,"Church, mosque, synagogue,",1,,,,,,,,,,,,,,,,,,,,HARVEST CHURCH,,,
The Ponds Park,13021,S,DENISE,ST,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,THE PONDS PARK,,,
Cell Tower,13025,S,HEGGS,RD,,,,PLAINFIELD,IL,60585,6,640,Utility or Distribution sys,1,,,,,,,,,,,,,,,,Erick,Jenkins,414-732-6606,,CELL TOWER,ERICK,JENKINS,
Ready Set Ride,13056,S,ESSINGTON,RD,,,,Plainfield,IL,60544,1,123,"Stadium, arena",1,,2,C,8,U,N,N,,,,,N,N,,,Lisa,Afshari,630-904-0391,,READY SET RIDE,LISA,AFSHARI,
Jet-black Seal Coating(home Business),1308,W,PARTRIDGE,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Frank,Perricone,815-439-9524,,JET-BLACK SEAL COATING(HOME BUSINESS),FRANK,PERRICONE,
Park - Wilding Point,13100,S,BLACKSTONE,LN,,WILDING POINTE PARK,,PLAINFIELD,IL,60585,1,124,Playground,,,,,,,,,,,,,,,,,,,,,PARK - WILDING POINT,,,
Na Au Say Township Building,1312,W,WHEELER,RD,,,,PLAINFIELD,IL,60586,5,579,Motor vehicle or boat sales,1,,6,M,4,U,1,P,31,S,4,H,N,N,,,Ken,Hostert,630-554-8512,,NA AU SAY TOWNSHIP BUILDING,KEN,HOSTERT,
"Jerry A. Fogelman, Attorney (home Bus)",13122,S,MERGANSER,COVE,,,,Plainfield,IL,60544,5,569,"Professional supplies, serv",,,,,,,,,,,,,,,,,Jerry,Fogelman,815-254-6881,,"JERRY A. FOGELMAN, ATTORNEY (HOME BUS)",JERRY,FOGELMAN,
Masterpiece Painting & Service (home B),13138,W,SUNDERLIN,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Michael,Vacko,815-254-3232,,MASTERPIECE PAINTING & SERVICE (HOME B),MICHAEL,VACKO,
Mak-tek Electronics (home Bus),13156,W,SUNDERLIN,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Mark,Krischler,815-685-3685,,MAK-TEK ELECTRONICS (HOME BUS),MARK,KRISCHLER,
Fensalir Craft Stop (home Bus),132,S,JOLIET,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Patricia/keith,Larson,815-436-2371,,FENSALIR CRAFT STOP (HOME BUS),PATRICIA/KEITH,LARSON,
Chicagoland Judgment Rec (home Bus),13213,S,TIGER LILY,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Jim,O'boye,815-347-9322,,CHICAGOLAND JUDGMENT REC (HOME BUS),JIM,O'BOYE,
Nature's Crossing And Norman Greenway,13214,S,BLAKELY,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,NATURE'S CROSSING AND NORMAN GREENWAY,,,
Golden Meadows 4 Park,13234,S,GOLDEN MEADOW,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,GOLDEN MEADOWS 4 PARK,,,
Vacant (fomer Cicily Jones M.d.),13242,S,RT 59,,,,BLDG B,PLAINFIELD,IL,60585,5,599,Business office,3,,2,C,5,P,,,,,,,,,,,,,,,VACANT (FOMER CICILY JONES M.D.),,,"Anew Dental & Orthodontics, Llc: Joe Rubis 815-483-1704|Anew Dental Office Space:  |Brownhardt Llc: Santoro Communications 847-515-6269|Dae Sung: Santor Communication 847-515-6269|Harvest Church: Derrick Johnson 630-802-0958|Legacy Clinical Consultants, Llc: Jeff Van Meter 630-896-2432|Omnicare Home Health, Inc.: Norison Gaudiano 708-560-4883|Therapy Solutions Plus: Janette Gumabong 815-342-4047|Vacant: Scott Hendrickson 630-510-7629"
Meadows Professional Building B,13242,S,RT 59,,,,BLDG B,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,4,S,4,H,1,P,1,W,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING B,FARHAN,HANIF,"Anew Dental & Orthodontics, Llc: Joe Rubis 815-483-1704|Anew Dental Office Space:  |Brownhardt Llc: Santoro Communications 847-515-6269|Dae Sung: Santor Communication 847-515-6269|Harvest Church: Derrick Johnson 630-802-0958|Legacy Clinical Consultants, Llc: Jeff Van Meter 630-896-2432|Omnicare Home Health, Inc.: Norison Gaudiano 708-560-4883|Therapy Solutions Plus: Janette Gumabong 815-342-4047|Vacant: Scott Hendrickson 630-510-7629"
Meadows Professional Building A,13246,S,RT 59,,,,BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING A,FARHAN,HANIF,"Ace Oral And Maxillofacial Surgery: James Morrone 630-209-6201|Advanced Physicians Sc: Dana Carter 630-789-3338|Braintree Technology Solutions: Sona Devarakonda 630-717-8355|Dae Sung, Llc:  |Deruzzo & Associates, Inc.: Jennifer Deruzzo 815-782-8031|Dt Counseling Inc.: Dana Torres 815-325-7154|Fidelity Investments:  |Kenny & Kenny, P.c. Cpa: Joanne Fronek 815-342-9948|Mersman Wellness:  |Speech Language Pathology Services:  |Vacant:  |Vacant:  |Vacant (consumers Choice Realty, Inc.):  |Vacant (former Be Counseling, Llc):  |Vacant (former Claudia Krempp):  |Vitality Counseling Services:  |Willow Home Care, Ltd.: Rious Mamabat 815-483-5753"
Meadows Professional Building C,13250,S,RT 59,,,,BLDG C,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,,,,,,,,,,,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING C,FARHAN,HANIF,New Office Space:  |Smart Start Academy: Hira Hasnain 909-573-7217|Swami Temple:  |Vacant:  |Vacant:  |Vacant:  |Vacant (former Allstate Insurance Co): Adt 800-662-5378
Meadows Professional Building D,13252,S,RT 59,,,,BLDG D,PLAINFIELD,IL,60585,8,880,"Vehicle storage, Other",2,,2,C,6,U,,,,,,,,,,,Farhan,Hanif,630-297-7650,,MEADOWS PROFESSIONAL BUILDING D,FARHAN,HANIF,Vacant  - Bldg D: Wescom 815-439-4230
"Luv2serve Enterprises, Inc. (home Bus)",13310,S,ROUND BARN,RD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Frank,Burmesch,815-439-7062,,"LUV2SERVE ENTERPRISES, INC. (HOME BUS)",FRANK,BURMESCH,
Plainfield Plaza 3,13311,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,George,Harris,312-332-4172,,PLAINFIELD PLAZA 3,GEORGE,HARRIS,Athletico Plainfield North: Accelerated Rehab Cntr 312-640-0329|Athletico Plainfield North Add Space:  
Dunkin Donuts & Baskin Robbins,13313,S,RT 59,,,,,PLAINFIELD,IL,60585,1,160,"Eating, drinking places, ot",1,,7,B,4,U,1,P,5,M,4,H,N,N,,,Krishna,Patel,815-254-5414,,DUNKIN DONUTS & BASKIN ROBBINS,KRISHNA,PATEL,
Autozone Store #3181,13321,S,RT 59,,,,,PLAINFIELD,IL,60585,5,549,Specialty shop,1,,7,B,4,U,1,P,1,S,4,H,N,N,,,Rich,Perez,773-837-9128,,AUTOZONE STORE #3181,RICH,PEREZ,
Plainfield Plaza,13327,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,5,M,4,H,N,N,,,Claudia,Young,312-332-4172,,PLAINFIELD PLAZA,CLAUDIA,YOUNG,Delete Little Caesars Pizza: Dave Piaske 815-955-8302|Doggie Diner: Kristie Fraga 630-408-1470|Mattress Firm: 9 Am To 5:30 Pm Operations Dept. 630-823-3099|Pearle Vision: Ashley Carthans 630-688-2130|Perfect Fit Cleaners: Cha Lin 815-415-8938
Buckingham Builders Corp (model Home),13331,S,IONE,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Brenda,Benz,630-675-6880,,BUCKINGHAM BUILDERS CORP (MODEL HOME),BRENDA,BENZ,
Dunmoor Estates Park,13337,S,SKYLINE,DR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,DUNMOOR ESTATES PARK,,,
Check Mate Custom Homes (model Home),13351,S,IONE,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Jennifer,Swienton,630-291-0514,,CHECK MATE CUSTOM HOMES (MODEL HOME),JENNIFER,SWIENTON,
Home Inspection Man (home Bus),13356,S,BLACKSTONE,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Gary,Monfeli,815-609-9915,,HOME INSPECTION MAN (HOME BUS),GARY,MONFELI,
Berkshire Place Strip Mall,13400,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,2,C,3,P,1,P,1,S,4,H,1,P,1,W,Linda,Johnson,630-309-9379,,BERKSHIRE PLACE STRIP MALL,LINDA,JOHNSON,All Cleaners: Amy Lee 630-915-1292|Allstate: Rey Rojas 630-728-5001|Epic Tanning Company: Hamilton Partners 630-250-4890|Great Wall Of China: Walter Yuen 630-378-9288|Hair Cuttery: Dennis Ratner 703-269-5400|Jersey Mike's Subs: Mark Cross 630-466-5420|Le's Nails: Linh Nguyen 224-637-6487|Massage Envy: Garrett Johnson 312-961-6113|Papa Murphy's Take And Bake: Steve & Donna Knarr 630-904-0232|Riverview Veterinary Clinic: Nicholas Marion 708-275-9165|Shining Smiles: Milad Nourahmadi 312-217-2223|The Ups Store: Peter Cozzoni 630-892-0587|Vacant (former Blockbuster Video):  
Wendy's Old Fashioned Hamburgers,13407,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,,7,B,0,U,U,U,,,,,N,N,,,,All Star Management,815-929-9726,,WENDY'S OLD FASHIONED HAMBURGERS,,ALL STAR MANAGEMENT,
Suburban Health Care,13415,S,RT 59,,,,,PLAINFIELD,IL,60585,3,342,"Doctor, dentist or oral sur",1,,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Sanjay,"Pethkar, Md",815-212-3942,,SUBURBAN HEALTH CARE,SANJAY,"PETHKAR, MD",
Golden Meadows Park,13426,S,COLUMBINE,CIR,,,,PLAINFIELD,IL,60585,9,900,Outside or special property,1,,,,,,,,,,,,,,,,,,,,GOLDEN MEADOWS PARK,,,
Slim Chickens,13429,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,,7,B,0,U,1,P,5,M,4,H,1,P,1,W,Gary,Grewe,314-222-6025,,SLIM CHICKENS,GARY,GREWE,
Oxford Bank & Trust,13440,S,RT 59,,,,,PLAINFIELD,IL,60585,5,592,Bank,1,,,,,,,,,,,,,,,,Gina,Swick,630-236-1067,,OXFORD BANK & TRUST,GINA,SWICK,
"Menards, Inc.",13441,S,RT 59,,,,,PLAINFIELD,IL,60585,5,539,"Household goods, sales, rep",1,,7,B,4,U,1,P,31,S,4,H,1,P,12,W,Chris,Fowler,815-719-0312,,"MENARDS, INC.",CHRIS,FOWLER,
Lakelands Building Corp. (model Home),13443,S,LAKESHORE,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Bill,Smith,815-693-9611,,LAKELANDS BUILDING CORP. (MODEL HOME),BILL,SMITH,
Culvers Restaurant,13449,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,,7,B,0,U,1,P,5,M,4,H,1,P,4,D,Eric,Mccroskey,309-212-4632,,CULVERS RESTAURANT,ERIC,MCCROSKEY,
Shell Circle K,13450,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,,6,M,4,U,N,N,,,,,N,N,,,,Circle K,800-646-4545,,SHELL CIRCLE K,,CIRCLE K,
Fry Properties (model Home),13451,S,VICARAGE,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Alan,Fry,630-983-1650,,FRY PROPERTIES (MODEL HOME),ALAN,FRY,
Jewel Osco,13460,S,RT 59,,,,,PLAINFIELD,IL,60585,5,519,"Food and beverage sales, gr",1,,6,M,4,U,1,P,31,S,4,H,1,P,1,W,,Supervalu,952-828-4000,,JEWEL OSCO,,SUPERVALU,
Pnc Bank,13470,S,RT 59,,,,,PLAINFIELD,IL,60585,5,592,Bank,1,,2,C,6,U,1,P,3,C,4,H,1,P,1,W,Sheila,Scott,630-697-9240,,PNC BANK,SHEILA,SCOTT,
Bp # 2061,13500,S,RT 59,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Dale,Higby,815-725-0079,,BP # 2061,DALE,HIGBY,Bp Amoco - La Flor De Morelos: Sheikh Moeid Husain 708-733-0557
"Plainfield Meijer Plaza, Lot 2",13501,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,2,C,6,U,1,P,5,M,4,H,1,P,1,W,,,,,"PLAINFIELD MEIJER PLAZA, LOT 2",,,At&t Store:  |Pet Supplies Plus:  
"Meijer Plaza Lot 3, Multi-tenant Bldg",13511,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,,,6,U,,,,,,,,,,,,,,,"MEIJER PLAZA LOT 3, MULTI-TENANT BLDG",,,Great Clips: Michelle Denges 630-660-5075|Noodles:  |Pure Sleep:  |Smoothie King:  |Ubreakifix:  
Prairie Knoll-town & Country (model Hom),13512,S,MEADOW,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Angela,Matis,773-252-2333,,PRAIRIE KNOLL-TOWN & COUNTRY (MODEL HOM),ANGELA,MATIS,
Krughoff Homes (model Home),13520,S,GOLDEN MEADOW,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",,,,,,,,,,,,,,,,,Christopher,Landorf,630-878-9441,,KRUGHOFF HOMES (MODEL HOME),CHRISTOPHER,LANDORF,
Plainfield Commons Plaza,13520,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,2,C,6,U,1,P,5,M,4,H,1,P,1,W,Rich,Kramer,630-922-9298,,PLAINFIELD COMMONS PLAZA,RICH,KRAMER,Plainfield Chiropractic & Rehabilitation: Stephanie Easterday Bartuchi 815-230-9034
Meijer,13521,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,6,M,1,F,,,,,,,,,,,,Meijer,616-453-6711,,MEIJER,,MEIJER,Us Bank Inside Meijer:  
Plainfield Commons Strip Mall,13530,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Steven & Julie,Puntney,630-904-6200,,PLAINFIELD COMMONS STRIP MALL,STEVEN & JULIE,PUNTNEY,"Advance Microblading: Khoi Dang 815-768-5784|D'vine Nails: Steve Putney 630-904-6200|H & R Block: Joe Cresta 630-828-1040|Pinnacle Dental Group, P.c.: Yosif Jabir 630-631-3908|Pizza Hut: Franchise Mgt Invest 506-328-4631|Smoke O Vapor:  |Subway Sandwiches: Neil Patel 815-513-5419|Taste Of China: Xiu Du 312-532-0613|Tutoring Club: Gabriel Rivera 815-710-1820|Vacant: Sjp Development 630-904-6200"
Hickory Hills Rod & Gun Club (trailer),13533,S,ESSINGTON,RD,,(S OF 135TH ON EAST SIDE),,Plainfield,IL,60544,4,400,"Residential, Other",1,,,,0,U,N,N,,,,,N,N,,,,,,,HICKORY HILLS ROD & GUN CLUB (TRAILER),,,
Kuusakoski Recycling,13543,S,RT 30,,,,,PLAINFIELD,IL,60544,7,700,"Manufacturing, processing",3,,7,B,4,U,1,P,31,S,4,H,1,P,6,H,Jodi,Woodworth,630-849-5383,,KUUSAKOSKI RECYCLING,JODI,WOODWORTH,
