occ_name,number,st_prefix,street,st_type,st_suffix,addr_2,apt_room,city,state,zip,property_class,prop_use,property,floors_above,floors_below,roof_cover,roof,construct,construction_ty,det_pres,det_present,det_type,detect_type,det_power,detector_power,aes_pres,aes_present,aes_type,aestype,first_name,last_name,phone,ext,name,first,last
Aurelio's Pizza,14421,S,WALLIN,DR,,,UNIT 101,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Mike,Pascale,708-748-8006,,AURELIO'S PIZZA,MIKE,PASCALE
Aurora Area Truck Sales,25803,W,111TH,ST,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,0,R,8,U,N,N,,,,,N,N,,,,,,,AURORA AREA TRUCK SALES,,
Austin Freight Systems,13550,S,RT 30,,,,SUITE 104,PLAINFIELD,IL,60544,5,599,Business office,3,1,7,B,4,U,1,P,5,M,4,H,1,P,12,W,,,,,AUSTIN FREIGHT SYSTEMS,,
Auto Body By Daniel's,12121,S,RHEA,DR,,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,0,0,R,6,U,1,P,5,M,4,H,1,P,1,W,Daniel/lynette,Stalzer,815-254-2209,,AUTO BODY BY DANIEL'S,DANIEL/LYNETTE,STALZER
Auto Shop Naperville - Plainfield,12105,S,SPAULDING SCHOOL,DR,,,UNIT 4,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,0,6,M,4,U,N,N,,,,,N,N,,,John,Reigh,815-545-5388,,AUTO SHOP NAPERVILLE - PLAINFIELD,JOHN,REIGH
Autozone Store #3181,13321,S,RT 59,,,,,PLAINFIELD,IL,60585,5,549,Specialty shop,1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Rich,Perez,773-837-9128,,AUTOZONE STORE #3181,RICH,PEREZ
Avc Staffing Network (home Business),24307,W,GOLDEN SUNSET,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Alexis,Villanueva,815-609-0316,,AVC STAFFING NETWORK (HOME BUSINESS),ALEXIS,VILLANUEVA
Avylon (home Business),23866,W,GREENFIELD,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Patrick,Mardian,815-577-9381,,AVYLON (HOME BUSINESS),PATRICK,MARDIAN
B.p. Cabinetry,12249,S,RHEA,DR,,,UNIT 7,PLAINFIELD,IL,60585,7,700,"Manufacturing, processing",2,0,7,B,4,U,N,N,,,,,N,N,,,Bernard,Pacanowski,630-308-5251,,B.P. CABINETRY,BERNARD,PACANOWSKI
Baby Back Blues Bbq,16200,S,LINCOLN,HWY,,,UNIT 114,PLAINFIELD,IL,60586,1,161,Restaurant or cafeteria,1,0,7,B,4,U,N,N,,,,,N,N,,,Juan,Martinez,773-290-3172,,BABY BACK BLUES BBQ,JUAN,MARTINEZ
Backroads Pub & Grill,13717,S,RT 30,,,,UNIT 101,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,5,M,4,H,N,N,,,Robert,Darin,815-693-5070,,BACKROADS PUB & GRILL,ROBERT,DARIN
"Bailey Foot & Ankle Specialists, Pc",13520,S,RT 59,,,,UNIT 104,PLAINFIELD,IL,60544,3,342,"Doctor, dentist or oral sur",1,0,2,C,8,U,1,P,4,S,4,H,1,P,12,W,Christopher,Bailey,312-933-3549,,"BAILEY FOOT & ANKLE SPECIALISTS, PC",CHRISTOPHER,BAILEY
Baird & Warner,11914,S,RT 59,,,,UNITS 100-102,PLAINFIELD,IL,60585,5,599,Business office,1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,BAIRD & WARNER,,
Baird & Warner Additional Space,11914,S,RT 59,,,,UNIT 102,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,BAIRD & WARNER ADDITIONAL SPACE,,
"Baish Excavating, Inc.",25712,W,143RD,ST,,25712 - 25610 W. 143RD STREET,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,0,6,M,8,U,N,N,,,,,N,N,,,,Heartland Equipment Llc,815-436-8411,,"BAISH EXCAVATING, INC.",,HEARTLAND EQUIPMENT LLC
Balanced Bodywork,24118,W,CHICAGO,ST,,,SUITE 202,PLAINFIELD,IL,60544,5,557,"Personal service, including",2,0,7,B,6,U,1,P,1,S,4,H,N,N,,,Debra,Olsen,815-436-7458,,BALANCED BODYWORK,DEBRA,OLSEN
Balanced Environmental,  12006,S,SPAULDING SCHOOL,DR,,,UNIT 102,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,8,U,N,N,,,,,N,N,,,,,,,BALANCED ENVIRONMENTAL,,
Bank Of America,12612,S,RT 59,,,,,PLAINFIELD,IL,60585,5,592,Bank,1,0,6,M,3,P,1,P,1,S,2,H,,,,,Erum,Ali,815-439-2606,,BANK OF AMERICA,ERUM,ALI
Barbiere Lounge,15932,S,LINCOLN,HWY,,,UNIT 102,PLAINFIELD,IL,60586,5,557,"Personal service, including",1,0,7,B,4,U,N,N,,,,,N,N,,,German,Ortega,815-609-5731,,BARBIERE LOUNGE,GERMAN,ORTEGA
Barre 3,11914,S,RT 59,,,,UNIT 130,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,,,,,BARRE 3,,
Barre 3,11914,S,RT 59,,,,UNIT 130,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,BARRE 3,,
Bartel's Auto Clinic Iii,13725,S,RT 59,,,,,PLAINFIELD,IL,60544,5,579,Motor vehicle or boat sales,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Patrick,Bartel,630-260-0237,,BARTEL'S AUTO CLINIC III,PATRICK,BARTEL
"Barton Staffing Solutions, Inc.",2424,W,PLAINFIELD,RD,,,UNIT 400,CREST HILL,IL,60403,5,500,"Mercantile, business, Other",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,George,Barton,630-417-6939,,"BARTON STAFFING SOLUTIONS, INC.",GEORGE,BARTON
Barvian Realty,24118,W,CHICAGO,ST,,,SUITE 208,PLAINFIELD,IL,60544,5,599,Business office,2,0,7,B,6,U,1,P,1,S,4,H,N,N,,,Tammy,Barvian,815-483-9807,,BARVIAN REALTY,TAMMY,BARVIAN
Barvian Realty (bldg Owner),24030,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,599,Business office,2,1,0,R,6,U,1,P,31,S,4,H,N,N,,,,,,,BARVIAN REALTY (BLDG OWNER),,
"Basic Irrigation Services, Inc.",12010,S,AERO,DR,,,UNIT 2,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,6,M,8,U,N,N,,,,,N,N,,,Donn,Kaiser,630-878-8738,,"BASIC IRRIGATION SERVICES, INC.",DONN,KAISER
Bass & Gill Club,23011,W,MAIN,ST,,,,PLAINFIELD,IL,60544,9,946,"Lake, river, stream",1,0,,,,,,,,,,,,,,,,,,,BASS & GILL CLUB,,
Be Of Good Ju Ju,24046,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,549,Specialty shop,1,1,7,B,6,U,N,N,,,,,N,N,,,Ann Or Jerry,Taylor,815-496-3023,,BE OF GOOD JU JU,ANN OR JERRY,TAYLOR
"Beacon Financial Planning Services, Llc",14710,S,NAPERVILLE,RD,,,UNITS 100-102,PLAINFIELD,IL,60544,5,599,Business office,1,0,2,C,6,U,1,P,31,S,4,H,N,N,,,David,Navarro,630-890-8859,,"BEACON FINANCIAL PLANNING SERVICES, LLC",DAVID,NAVARRO
Beacon Management Group,15409,S,RT 59,,,,SOUTH END,PLAINFIELD,IL,60544,5,599,Business office,1,1,7,B,4,U,N,N,,,,,N,N,,,Steven,Martin,815-483-5544,,BEACON MANAGEMENT GROUP,STEVEN,MARTIN
Becca's Hair Salon,15925,S,RT 59,,,,UNIT 113,PLAINFIELD,IL,60586,5,557,"Personal service, including",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Rebecca,Nichols,312-523-524,,BECCA'S HAIR SALON,REBECCA,NICHOLS
Becca's Salon,15925,S,RT 59,,,,UNIT 111,Plainfield,IL,60586,5,557,"Personal service, including",1,0,7,B,4,U,1,P,1,S,4,H,N,N,,,Glenn,Pippin,815-342-6102,,BECCA'S SALON,GLENN,PIPPIN
Beggars Pizza,16122,S,RT 59,,,,UNIT116/118/120,PLAINFIELD,IL,60586,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,31,S,4,H,N,N,,,Paul,Kapteer,708-533-0764,,BEGGARS PIZZA,PAUL,KAPTEER
Behavioral Health & Educational Services,14953,S,VAN DYKE,RD,,,,PLAINFIELD,IL,60544,3,340,"Clinics, doctors offices, h",1,0,7,B,8,U,1,P,4,S,4,H,1,P,1,W,Robert,Brucker,630-728-4026,,BEHAVIORAL HEALTH & EDUCATIONAL SERVICES,ROBERT,BRUCKER
Beidelman-kunsch Funeral Home,24021,W,ROYAL WORLINGTON,DR,,,,NAPERVILLE,IL,60564,1,130,"Places of worship, funeral",1,0,4,W,8,U,1,P,31,S,4,H,N,N,,,John,Kunsch,630-355-3792,,BEIDELMAN-KUNSCH FUNERAL HOME,JOHN,KUNSCH
Beltoutlet.com/phoenix Leather Goods Llc,23824,W,ANDREW,RD,,,102-105,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",2,0,7,B,4,U,N,N,,,,,N,N,,,Gary,Monds,630-220-5405,,BELTOUTLET.COM/PHOENIX LEATHER GOODS LLC,GARY,MONDS
Berkes & Associates (home Bus),25101,W,LIBERTY GROVE,BLVD,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Robert & Pat,Berkes,815-609-6909,,BERKES & ASSOCIATES (HOME BUS),ROBERT & PAT,BERKES
Berkshire Hathaway,16106,S,RT 59,,,,SUITE 102,PLAINFIELD,IL,60586,5,599,Business office,2,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Bill,Canton,815-436-4779,,BERKSHIRE HATHAWAY,BILL,CANTON
Berkshire Place Strip Mall,13400,S,RT 59,,,,,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,2,C,3,P,1,P,1,S,4,H,1,P,1,W,Linda,Johnson,630-309-9379,,BERKSHIRE PLACE STRIP MALL,LINDA,JOHNSON
Berman & Sons,16147,S,LINCOLN,HWY,,2ND FLOOR AND BASEMENT,SUITE 200,PLAINFIELD,IL,60586,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,Dennis,Berman,815-773-9009,,BERMAN & SONS,DENNIS,BERMAN
Bernasol Enterprises,14912,S,EASTERN,AVE,,,UNIT 112,PLAINFIELD,IL,60544,5,599,Business office,1,0,0,R,6,U,1,P,4,S,4,H,1,P,1,W,,,,,BERNASOL ENTERPRISES,,
Best In Show Dog And Cat Grooming,24043,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Lori,Cooper,630-290-5949,,BEST IN SHOW DOG AND CAT GROOMING,LORI,COOPER
Best Of Roofing,12024,S,AERO,DR,,,UNIT 9,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,,,,,BEST OF ROOFING,,
"Best Technology Systems, Inc",12024,S,AERO,DR,,,UNIT 11,PLAINFIELD,IL,60585,5,599,Business office,1,0,,,,,N,N,,,,,N,N,,,Gary,Chinn,630-391-1510,,"BEST TECHNOLOGY SYSTEMS, INC",GARY,CHINN
Bethesda Lutheran Communities,13550,S,RT 30,,,,SUITE 200,PLAINFIELD,IL,60544,5,599,Business office,3,1,6,M,6,U,1,P,4,S,4,H,1,P,1,W,Gene,Steinmarch,708-206-3580,,BETHESDA LUTHERAN COMMUNITIES,GENE,STEINMARCH
Bethesda Lutheran Home,14907,S,EASTERN,AVE,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,1,P,1,W,Communities,Bethesda Lutheran,800-369-4636,,BETHESDA LUTHERAN HOME,COMMUNITIES,BETHESDA LUTHERAN
"Better House, Inc.",12011,S,AERO,DR,,,UNIT E,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,,,,,"BETTER HOUSE, INC.",,
"Big Pauly's Wood Fired Pizza, Llc",15412,S,RT 59,,,,114,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,4,U,1,P,5,M,4,H,1,P,41,A,Paul,Horwath,815-409-5161,,"BIG PAULY'S WOOD FIRED PIZZA, LLC",PAUL,HORWATH
Binny's Beverage Depot,12307,S,RT 59,,,,,PLAINFIELD,IL,60585,5,519,"Food and beverage sales, gr",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Binny's Bev,Gold Standard Ent.,847-581-3100,,BINNY'S BEVERAGE DEPOT,BINNY'S BEV,GOLD STANDARD ENT.
Blaine Automotive,11917,S,AERO,DR,,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,2,0,7,B,4,U,1,P,31,S,4,H,N,N,,,John,Blaine,630-877-0097,,BLAINE AUTOMOTIVE,JOHN,BLAINE
Blakely Building Multi-tenant,15130,S,RT 59,,,,,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",2,1,0,R,8,U,N,N,,,,,N,N,,,Jeff,Thompson,815-685-8511,,BLAKELY BUILDING MULTI-TENANT,JEFF,THOMPSON
Blasto Powerwashing (home Bus),15303,S,INGERSOLL,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Kevin,Kramer,815-577-0227,,BLASTO POWERWASHING (HOME BUS),KEVIN,KRAMER
"Blu, Inc.",24027,W,LOCKPORT,ST,,,SUITE 101,PLAINFIELD,IL,60544,5,549,Specialty shop,2,1,0,R,8,U,N,N,,,,,N,N,,,Bill,Habiger,815-773-2302,,"BLU, INC.",BILL,HABIGER
Blue Collar Tattoo,14421,S,WALLIN,DR,,,UNIT 111,PLAINFIELD,IL,60544,5,557,"Personal service, including",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,Joseph,Pasternak,815-254-4801,,BLUE COLLAR TATTOO,JOSEPH,PASTERNAK
"Blue Edge, Inc.",15133,S,RT 59,,,,LOWER LEVEL,PLAINFIELD,IL,60544,5,599,Business office,2,1,2,C,8,U,N,N,,,,,N,N,,,Christopher,Baldwin,630-205-9400,,"BLUE EDGE, INC.",CHRISTOPHER,BALDWIN
Blue Mountain Wellness Clinic,15905,S,FREDERICK,AVE,,,103,PLAINFIELD,IL,60585,3,340,"Clinics, doctors offices, h",1,0,9,R,4,U,U,U,,,,,1,P,1,W,Johneen,Davis,630-838-0286,,BLUE MOUNTAIN WELLNESS CLINIC,Johneen,Davis
Blue Ribbion Heating & Cooling (home B),25117,W,GATES,LN,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Deanna & Jeremy,Swanson,815-577-7997,,BLUE RIBBION HEATING & COOLING (HOME B),DEANNA & JEREMY,SWANSON
Blueberry Hill Cafe,15521,S,RT 59,,,,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,1,0,7,B,6,U,1,P,5,M,4,H,1,P,41,A,Jimmy,Analitis,773-807-4561,,BLUEBERRY HILL CAFE,JIMMY,ANALITIS
"Bluetek Blue Printing, Inc.",12249,S,RHEA,DR,,,UNIT 5,PLAINFIELD,IL,60585,5,569,"Professional supplies, serv",2,0,7,B,4,U,N,N,,,,,N,N,,,Peter,Majcherek,630-673-0152,,"BLUETEK BLUE PRINTING, INC.",PETER,MAJCHEREK
Bmo Harris Bank,15101,S,RT 59,,,,,PLAINFIELD,IL,60544,5,592,Bank,1,0,,,,,1,P,31,S,4,H,N,N,,,Rich,Williams,815-557-4737,,BMO HARRIS BANK,RICH,WILLIAMS
Bmo Harris Bank,15901,S,RT 59,,,,,PLAINFIELD,IL,60586,5,592,Bank,1,0,2,C,6,U,N,N,,,,,,,,,Jennifer,Freeman,815-405-3773,,BMO HARRIS BANK,JENNIFER,FREEMAN
Bmo Harris Bank Atm Machine,15102,S,RT 59,,,,,Plainfield,IL,60544,9,900,Outside or special property,1,0,8,S,0,U,,,,,,,,,,,Frank,Costa,815-577-1042,,BMO HARRIS BANK ATM MACHINE,FRANK,COSTA
Boomer T's,14411,S,COIL PLUS,DR,,,UNIT 109F,PLAINFIELD,IL,60544,5,549,Specialty shop,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,BOOMER T'S,,
Boost Mobile (gpm Communications),16200,S,LINCOLN,HWY,,,UNIT 124,PLAINFIELD,IL,60586,5,599,Business office,1,0,7,B,4,U,N,N,,,,,N,N,,,Angelica,Gomez,815-517-7447,,BOOST MOBILE (GPM COMMUNICATIONS),ANGELICA,GOMEZ
Boozle B's,11830,S,RT 59,,,,SUITE 106,PLAINFIELD,IL,60585,5,557,"Personal service, including",1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,Betty,Jensen,630-368-2255,,BOOZLE B'S,BETTY,JENSEN
"Boughton Materials, Inc. - Pit 1",22250,W,119TH,ST,,,,PLAINFIELD,IL,60585,6,679,"Mine, quarry",1,0,,,,,,,,,,,,,,,John,Boughton,630-554-5137,,"BOUGHTON MATERIALS, INC. - PIT 1",JOHN,BOUGHTON
"Boughton Materials, Pit 2, Garage - Shop",22750,W,HASSERT,BLVD,,,,PLAINFIELD,IL,60585,5,579,Motor vehicle or boat sales,1,0,6,M,8,U,N,N,,,,,N,N,,,John,Boughton,630-554-5137,,"BOUGHTON MATERIALS, PIT 2, GARAGE - SHOP",JOHN,BOUGHTON
"Boughton Materials, Pit 2, Scale House",22750,W,HASSERT,BLVD,,,,PLAINFIELD,IL,60585,5,599,Business office,1,0,2,C,8,U,1,P,1,S,4,H,N,N,,,,Walter Boughton Trust,630-904-1806,,"BOUGHTON MATERIALS, PIT 2, SCALE HOUSE",,WALTER BOUGHTON TRUST
Bounce Up Inc. (home Bus),24050,W,CHAMPION,DR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Tim,Robertson,815-254-4204,,BOUNCE UP INC. (HOME BUS),TIM,ROBERTSON
Boundless Tattoo,16030,S,LINCOLN,HWY,,,UNIT 106,PLAINFIELD,IL,60586,5,599,Business office,2,0,2,C,8,U,N,N,,,,,N,N,,,Mike,Lopatka,630-809-2407,,BOUNDLESS TATTOO,MIKE,LOPATKA
Boy Scout Park,23729,W,OTTAWA,ST,,,,PLAINFIELD,IL,60544,9,900,Outside or special property,1,0,,,,,,,,,,,,,,,,,,,BOY SCOUT PARK,,
Bp # 2061,13500,S,RT 59,,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Dale,Higby,815-725-0079,,BP # 2061,DALE,HIGBY
Bp Amoco - La Flor De Morelos,13500,S,RT 59,,,,,PLAINFIELD,IL,60544,5,571,"Service station, gas statio",1,0,6,M,6,U,N,N,,,,,N,N,,,Sheikh Moeid,Husain,708-733-0557,,BP AMOCO - LA FLOR DE MORELOS,SHEIKH MOEID,HUSAIN
Braintree Technology Solutions,13246,S,RT 59,,,,218 BLDG A,PLAINFIELD,IL,60585,5,599,Business office,2,1,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Sona,Devarakonda,630-717-8355,,BRAINTREE TECHNOLOGY SOLUTIONS,SONA,DEVARAKONDA
Brenntag Specialties,24012,W,RENWICK,RD,,,SUITE 200,PLAINFIELD,IL,60544,5,599,Business office,2,0,2,C,6,U,1,P,5,M,4,H,1,P,12,W,Tim,Kukuk,815-341-2031,,BRENNTAG SPECIALTIES,TIM,KUKUK
Brentwood Pointe Strip Mall,12443,S,RT 59,,,,UNITS 101-106,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,7,B,3,P,,,,,,,1,P,1,W,Mike,Lacoco,312-213-2346,,BRENTWOOD POINTE STRIP MALL,MIKE,LACOCO
Brightmore Physical Therapy,23909,W,RENWICK,RD,,,SUITE 101,PLAINFIELD,IL,60586,3,342,"Doctor, dentist or oral sur",1,0,7,B,4,U,1,P,5,M,4,H,1,P,2,D,David,Brightmore,815-838-1230,,BRIGHTMORE PHYSICAL THERAPY,DAVID,BRIGHTMORE
Bring It Home Again,15920,S,LINCOLN,HWY,,,,PLAINFIELD,IL,60586,5,581,Department or discount stor,2,0,2,C,8,U,1,P,31,S,4,H,N,N,,,Lisa,Beliles,815-370-5317,,BRING IT HOME AGAIN,LISA,BELILES
Broken Yolk Restaurant,12618,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,0,0,R,8,U,1,P,5,M,4,H,1,P,41,A,,Guardian,866-549-5607,,BROKEN YOLK RESTAURANT,,GUARDIAN
Brokers Mortgage Corp. (home Business),303,W,MAIN,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Scott,Jarus,815-436-0136,,BROKERS MORTGAGE CORP. (HOME BUSINESS),SCOTT,JARUS
Bronkberry Farms,18061,S,BRONK,RD,,,,PLAINFIELD,IL,60586,5,500,"Mercantile, business, Other",1,0,6,M,8,U,N,N,,,,,N,N,,,Jennifer,Bronk,815-436-6967,,BRONKBERRY FARMS,JENNIFER,BRONK
Brownhardt Llc,13242,S,RT 59,,,,205 BLDG B,PLAINFIELD,IL,60585,1,150,"Public or government, Other",3,0,2,C,5,P,1,P,4,S,4,H,1,P,12,W,,Santoro Communications,847-515-6269,,BROWNHARDT LLC,,SANTORO COMMUNICATIONS
Bryant Midwest Corp.,25244,W,111TH,ST,,,,PLAINFIELD,IL,60585,9,919,"Dump, sanitary landfill",1,0,,,,,,,,,,,,,,,William,Ryan,954-275-8050,,BRYANT MIDWEST CORP.,WILLIAM,RYAN
Bt Nail Spa,15420,S,RT 59,,,,106,PLAINFIELD,IL,60544,5,500,"Mercantile, business, Other",1,0,7,B,4,U,N,N,,,,,N,N,,,Jefferson,Nguyen,630-293-0115,,BT NAIL SPA,JEFFERSON,NGUYEN
Buckingham Builders Corp (model Home),13331,S,IONE,ST,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Brenda,Benz,630-675-6880,,BUCKINGHAM BUILDERS CORP (MODEL HOME),BRENDA,BENZ
Bucky's Mobil,14808,S,RT 59,,,,,PLAINFIELD,IL,60544,5,571,"Service station, gas statio",1,0,2,C,8,U,N,N,,,,,N,N,,,Kathie,Ingerum,708-473-8951,,BUCKY'S MOBIL,KATHIE,INGERUM
Buff & Coat Hardwood Floor Renewal,12024,S,AERO,DR,,,UNIT 6,PLAINFIELD,IL,60585,5,500,"Mercantile, business, Other",1,0,,,,,,,,,,,,,,,Ray,Horan,630-618-8627,,BUFF & COAT HARDWOOD FLOOR RENEWAL,RAY,HORAN
Buffalo Wild Wings Grill,11820,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,0,7,B,8,U,1,P,31,S,4,H,N,N,,,James,Tettenhorst,630-935-6539,,BUFFALO WILD WINGS GRILL,JAMES,TETTENHORST
Buffed Nail Spa,11914,S,RT 59,,,,UNIT 108,PLAINFIELD,IL,60585,5,557,"Personal service, including",1,0,7,B,4,U,1,P,4,S,4,H,1,P,1,W,David,Hoang,312-330-6612,,BUFFED NAIL SPA,DAVID,HOANG
Burger King (rest #16384),11740,S,RT 59,,,,,PLAINFIELD,IL,60585,1,161,Restaurant or cafeteria,1,0,7,B,6,U,1,P,06,D,4,H,1,P,1,W,,Heartland Food Corp,630-598-3300,,BURGER KING (REST #16384),,HEARTLAND FOOD CORP
Busey Bank,14150,S,RT 30,,,,,PLAINFIELD,IL,60544,5,592,Bank,2,1,2,C,8,U,1,P,5,M,4,H,1,P,12,W,Christopher,Ramirez,815-609-0644,,BUSEY BANK,CHRISTOPHER,RAMIREZ
Business Knowledge Systems,13550,S,RT 30,,,,SUITES 304-306,PLAINFIELD,IL,60544,5,599,Business office,3,1,7,B,4,U,1,P,5,M,4,H,1,P,12,W,,,,,BUSINESS KNOWLEDGE SYSTEMS,,
Business Knowledge Systems Add'l Space,13550,S,RT 30,,,,SUITE 201,PLAINFIELD,IL,60544,5,599,Business office,3,1,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,,,,BUSINESS KNOWLEDGE SYSTEMS ADD'L SPACE,,
C.w. Avery Ymca,15120,S,WALLIN,DR,,,,PLAINFIELD,IL,60544,1,141,Athletic/health club,1,0,7,B,4,U,1,P,5,M,4,H,1,P,1,W,,Greater Joliet Ymca,815-729-9638,,C.W. AVERY YMCA,,GREATER JOLIET YMCA
Cabinet Tree Studio,13717,S,RT 30,,,,UNIT 109,PLAINFIELD,IL,60544,5,519,"Food and beverage sales, gr",1,0,7,B,4,U,1,P,11,S,4,H,N,N,,,Kim,Merrigan,224-520-0029,,CABINET TREE STUDIO,KIM,MERRIGAN
Cache International,2430,W,PLAINFIELD,RD,,,,CREST HILL,IL,60403,5,549,Specialty shop,2,0,2,C,6,U,N,N,,,,,N,N,,,Gary,Marcolina,815-483-4653,,CACHE INTERNATIONAL,GARY,MARCOLINA
Call Potential,14912,S,EASTERN,AVE,,,SUITE 120,PLAINFIELD,IL,60544,5,599,Business office,1,0,0,R,6,U,1,P,4,S,4,H,1,P,1,W,,,,,CALL POTENTIAL,,
Calypso Soft Inc.,23819,S,MILL,ST,,,SUITE 5,PLAINFIELD,IL,60544,5,569,"Professional supplies, serv",1,0,0,R,8,U,N,N,,,,,N,N,,,Judith,Galvan,815-577-9886,,CALYPSO SOFT INC.,JUDITH,GALVAN
Cambridge Homes (model Home),15105,S,FREEDOM,WAY,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Diana,Bos,815-444-9428,,CAMBRIDGE HOMES (MODEL HOME),DIANA,BOS
"Cambridge Homes, Inc. (model Home)",25305,W,FEDERAL,CIR,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,Rob,Koch,847-984-4550,,"CAMBRIDGE HOMES, INC. (MODEL HOME)",ROB,KOCH
Camp Construction Company,11912,S,SPAULDING SCHOOL,DR,,,,Plainfield,IL,60544,7,700,"Manufacturing, processing",1,0,0,R,0,U,1,P,U,U,U,U,N,N,,,,,,,CAMP CONSTRUCTION COMPANY,,
Canine Creations,15302,S,JOLIET,RD,,,,Plainfield,IL,60544,5,557,"Personal service, including",1,0,,,,,N,N,,,,,N,N,,,Tracy,Carel,630-330-6608,,CANINE CREATIONS,TRACY,CAREL
Capri Sogno Restaurant,24102,W,LOCKPORT,ST,,,,PLAINFIELD,IL,60544,1,161,Restaurant or cafeteria,2,1,7,B,6,U,1,P,5,M,4,H,1,P,1,W,,Md Pints Llc,630-272-7900,,CAPRI SOGNO RESTAURANT,,MD PINTS LLC
"Card Autism & Related Disorders, Llc",14722,S,NAPERVILLE,RD,,,UNIT 110,PLAINFIELD,IL,60544,2,211,Preschool,1,0,2,C,6,U,1,P,5,M,4,H,2,P,1,W,Ted,Benson,815-474-2429,,"CARD AUTISM & RELATED DISORDERS, LLC",TED,BENSON
"Carrera Investments, Inc. (home Busines)",24157,W,GOLDEN MEADOW,CT,,,,Plainfield,IL,60544,5,500,"Mercantile, business, Other",0,0,,,,,,,,,,,,,,,David,Grimaldi,815-436-3277,,"CARRERA INVESTMENTS, INC. (HOME BUSINES)",DAVID,GRIMALDI
